Survey Year,Institution Name,Match,Classification Name,Sanction Name,Revenues Men's Team
2021,Howard University,Howard,2,NCAA,2579808
2020,Howard University,Howard,2,NCAA,1269907
2019,Howard University,Howard,2,NCAA,410169
2018,Howard University,Howard,2,NCAA,1338284
2017,Howard University,Howard,2,NCAA,1099615
2016,Howard University,Howard,2,NCAA,1641048
2015,Howard University,Howard,2,NCAA,1682347
2014,Howard University,Howard,2,NCAA,1264149
2013,Howard University,Howard,2,NCAA,1114250
2022,Idaho State University,Idaho St.,2,NCAA,1335708
2021,Idaho State University,Idaho St.,2,NCAA,1342096
2020,Idaho State University,Idaho St.,2,NCAA,1068990
2019,Idaho State University,Idaho St.,2,NCAA,1221275
2018,Idaho State University,Idaho St.,2,NCAA,1461637
2017,Idaho State University,Idaho St.,2,NCAA,1298448
2016,Idaho State University,Idaho St.,2,NCAA,1195626
2015,Idaho State University,Idaho St.,2,NCAA,1210089
2014,Idaho State University,Idaho St.,2,NCAA,1124421
2013,Idaho State University,Idaho St.,2,NCAA,1231216
2022,Illinois State University,Illinois St.,2,NCAA,2754797
2021,Illinois State University,Illinois St.,2,NCAA,3775560
2020,Illinois State University,Illinois St.,2,NCAA,2125640
2019,Illinois State University,Illinois St.,2,NCAA,2503350
2018,Illinois State University,Illinois St.,2,NCAA,2440752
2017,Illinois State University,Illinois St.,2,NCAA,2209131
2016,Illinois State University,Illinois St.,2,NCAA,2311466
2015,Illinois State University,Illinois St.,2,NCAA,2452961
2014,Illinois State University,Illinois St.,2,NCAA,2321340
2013,Illinois State University,Illinois St.,2,NCAA,2152271
2022,Indiana State University,Indiana St.,2,NCAA,2545679
2021,Indiana State University,Indiana St.,2,NCAA,2649034
2020,Indiana State University,Indiana St.,2,NCAA,1716763
2019,Indiana State University,Indiana St.,2,NCAA,2128080
2018,Indiana State University,Indiana St.,2,NCAA,2129934
2017,Indiana State University,Indiana St.,2,NCAA,2055794
2016,Indiana State University,Indiana St.,2,NCAA,1884192
2015,Indiana State University,Indiana St.,2,NCAA,1832975
2014,Indiana State University,Indiana St.,2,NCAA,1928571
2013,Indiana State University,Indiana St.,2,NCAA,2082617
2022,Indiana University-Bloomington,Indiana,1,NCAA,26940285
2021,Indiana University-Bloomington,Indiana,1,NCAA,25955324
2020,Indiana University-Bloomington,Indiana,1,NCAA,11341269
2019,Indiana University-Bloomington,Indiana,1,NCAA,25140266
2018,Indiana University-Bloomington,Indiana,1,NCAA,27008415
2017,Indiana University-Bloomington,Indiana,1,NCAA,25086839
2016,Indiana University-Bloomington,Indiana,1,NCAA,24560829
2015,Indiana University-Bloomington,Indiana,1,NCAA,23094923
2014,Indiana University-Bloomington,Indiana,1,NCAA,24015117
2013,Indiana University-Bloomington,Indiana,1,NCAA,21912449
2022,Indiana University-Purdue University-Indianapolis,IUPUI,3,NCAA,2493470
2021,Indiana University-Purdue University-Indianapolis,IUPUI,3,NCAA,2165081
2020,Indiana University-Purdue University-Indianapolis,IUPUI,3,NCAA,1386261
2019,Indiana University-Purdue University-Indianapolis,IUPUI,3,NCAA,1818044
2018,Indiana University-Purdue University-Indianapolis,IUPUI,3,NCAA,1928860
2017,Indiana University-Purdue University-Indianapolis,IUPUI,3,NCAA,1614116
2016,Indiana University-Purdue University-Indianapolis,IUPUI,3,NCAA,1556965
2015,Indiana University-Purdue University-Indianapolis,IUPUI,3,NCAA,1564479
2014,Indiana University-Purdue University-Indianapolis,IUPUI,3,NCAA,1594571
2013,Indiana University-Purdue University-Indianapolis,IUPUI,3,NCAA,1524866
2022,Iowa State University,Iowa St.,1,NCAA,16120049
2021,Iowa State University,Iowa St.,1,NCAA,15676249
2020,Iowa State University,Iowa St.,1,NCAA,10296533
2019,Iowa State University,Iowa St.,1,NCAA,11624983
2018,Iowa State University,Iowa St.,1,NCAA,14670525
2017,Iowa State University,Iowa St.,1,NCAA,13956343
2016,Iowa State University,Iowa St.,1,NCAA,13604289
2015,Iowa State University,Iowa St.,1,NCAA,10767763
2014,Iowa State University,Iowa St.,1,NCAA,10241029
2013,Iowa State University,Iowa St.,1,NCAA,9586993
2022,Jackson State University,Jackson St.,2,NCAA,904479
2021,Jackson State University,Jackson St.,2,NCAA,877171
2020,Jackson State University,Jackson St.,2,NCAA,776962
2019,Jackson State University,Jackson St.,2,NCAA,789914
2018,Jackson State University,Jackson St.,2,NCAA,676673
2017,Jackson State University,Jackson St.,2,NCAA,577680
2016,Jackson State University,Jackson St.,2,NCAA,759210
2015,Jackson State University,Jackson St.,2,NCAA,619321
2014,Jackson State University,Jackson St.,2,NCAA,642100
2013,Jackson State University,Jackson St.,2,NCAA,524195
2022,Jacksonville State University,Jacksonville St.,2,NCAA,1967554
2021,Jacksonville State University,Jacksonville St.,2,NCAA,1760320
2020,Jacksonville State University,Jacksonville St.,2,NCAA,1304794
2019,Jacksonville State University,Jacksonville St.,2,NCAA,1546609
2018,Jacksonville State University,Jacksonville St.,2,NCAA,1497090
2017,Jacksonville State University,Jacksonville St.,2,NCAA,1558308
2016,Jacksonville State University,Jacksonville St.,2,NCAA,1616369
2015,Jacksonville State University,Jacksonville St.,2,NCAA,1111582
2014,Jacksonville State University,Jacksonville St.,2,NCAA,1036956
2013,Jacksonville State University,Jacksonville St.,2,NCAA,987621
2022,Jacksonville University,Jacksonville,3,NCAA,2324443
2021,Jacksonville University,Jacksonville,3,NCAA,2032533
2020,Jacksonville University,Jacksonville,3,NCAA,1987786
2019,Jacksonville University,Jacksonville,2,NCAA,1917471
2018,Jacksonville University,Jacksonville,2,NCAA,2025816
2017,Jacksonville University,Jacksonville,2,NCAA,1904265
2016,Jacksonville University,Jacksonville,2,NCAA,1682001
2015,Jacksonville University,Jacksonville,2,NCAA,1653294
2014,Jacksonville University,Jacksonville,2,NCAA,1721730
2013,Jacksonville University,Jacksonville,2,NCAA,1527115
2022,James Madison University,James Madison,2,NCAA,3900522
2021,James Madison University,James Madison,2,NCAA,3544046
2020,James Madison University,James Madison,2,NCAA,3357397
2019,James Madison University,James Madison,2,NCAA,3637197
2018,James Madison University,James Madison,2,NCAA,2709807
2017,James Madison University,James Madison,2,NCAA,2761166
2016,James Madison University,James Madison,2,NCAA,2911439
2015,James Madison University,James Madison,2,NCAA,3483621
2014,James Madison University,James Madison,2,NCAA,2957421
2013,James Madison University,James Madison,2,NCAA,2661679
2022,Kansas State University,Kansas St.,1,NCAA,11461173
2021,Kansas State University,Kansas St.,1,NCAA,10163782
2020,Kansas State University,Kansas St.,1,NCAA,6616324
2019,Kansas State University,Kansas St.,1,NCAA,9802910
2018,Kansas State University,Kansas St.,1,NCAA,10733840
2017,Kansas State University,Kansas St.,1,NCAA,9083722
2016,Kansas State University,Kansas St.,1,NCAA,9192918
2015,Kansas State University,Kansas St.,1,NCAA,9370870
2014,Kansas State University,Kansas St.,1,NCAA,8873516
2013,Kansas State University,Kansas St.,1,NCAA,8395773
2022,Kent State University at Kent,Kent St.,1,NCAA,2433919
2021,Kent State University at Kent,Kent St.,1,NCAA,1049986
2020,Kent State University at Kent,Kent St.,1,NCAA,748155
2019,Kent State University at Kent,Kent St.,1,NCAA,364684
2018,Kent State University at Kent,Kent St.,1,NCAA,2158311
2017,Kent State University at Kent,Kent St.,1,NCAA,2227998
2016,Kent State University at Kent,Kent St.,1,NCAA,2348157
2015,Kent State University at Kent,Kent St.,1,NCAA,2152644
2014,Kent State University at Kent,Kent St.,1,NCAA,912047
2013,Kent State University at Kent,Kent St.,1,NCAA,782595
2022,La Salle University,La Salle,3,NCAA,3576933
2021,La Salle University,La Salle,3,NCAA,3222316
2020,La Salle University,La Salle,3,NCAA,2422705
2019,La Salle University,La Salle,3,NCAA,3265413
2018,La Salle University,La Salle,3,NCAA,3558014
2017,La Salle University,La Salle,3,NCAA,3440092
2016,La Salle University,La Salle,3,NCAA,3096492
2015,La Salle University,La Salle,3,NCAA,2946555
2014,La Salle University,La Salle,3,NCAA,3246080
2013,La Salle University,La Salle,3,NCAA,3340368
2022,Lafayette College,Lafayette,2,NCAA,2347981
2021,Lafayette College,Lafayette,2,NCAA,2198133
2020,Lafayette College,Lafayette,2,NCAA,1664211
2019,Lafayette College,Lafayette,2,NCAA,1895736
2018,Lafayette College,Lafayette,2,NCAA,1938231
2017,Lafayette College,Lafayette,2,NCAA,1945129
2016,Lafayette College,Lafayette,2,NCAA,1698999
2015,Lafayette College,Lafayette,2,NCAA,1816334
2014,Lafayette College,Lafayette,2,NCAA,1875510
2013,Lafayette College,Lafayette,2,NCAA,1613879
2022,Lamar University,Lamar,2,NCAA,1575969
2021,Lamar University,Lamar,2,NCAA,1690616
2020,Lamar University,Lamar,2,NCAA,1390213
2019,Lamar University,Lamar,2,NCAA,1444668
2018,Lamar University,Lamar,2,NCAA,1405823
2017,Lamar University,Lamar,2,NCAA,1433580
2016,Lamar University,Lamar,2,NCAA,1536478
2015,Lamar University,Lamar,2,NCAA,1377911
2014,Lamar University,Lamar,2,NCAA,1439015
2013,Lamar University,Lamar,2,NCAA,2063862
2022,Lehigh University,Lehigh,2,NCAA,2105777
2021,Lehigh University,Lehigh,2,NCAA,1921761
2020,Lehigh University,Lehigh,2,NCAA,1420686
2019,Lehigh University,Lehigh,2,NCAA,1779793
2018,Lehigh University,Lehigh,2,NCAA,1725866
2017,Lehigh University,Lehigh,2,NCAA,1646395
2016,Lehigh University,Lehigh,2,NCAA,1614580
2015,Lehigh University,Lehigh,2,NCAA,1482439
2014,Lehigh University,Lehigh,2,NCAA,1541059
2013,Lehigh University,Lehigh,2,NCAA,1544719
2022,Liberty University,Liberty,1,NCAA,5080657
2021,Liberty University,Liberty,1,NCAA,4475899
2020,Liberty University,Liberty,1,NCAA,4068580
2019,Liberty University,Liberty,1,NCAA,3528543
2018,Liberty University,Liberty,1,NCAA,3400852
2017,Liberty University,Liberty,2,NCAA,2735684
2016,Liberty University,Liberty,2,NCAA,2856213
2015,Liberty University,Liberty,2,NCAA,3720371
2014,Liberty University,Liberty,2,NCAA,2761599
2013,Liberty University,Liberty,2,NCAA,1899981
2022,Lipscomb University,Lipscomb,3,NCAA,2296071
2021,Lipscomb University,Lipscomb,3,NCAA,2053998
2020,Lipscomb University,Lipscomb,3,NCAA,1720756
2019,Lipscomb University,Lipscomb,3,NCAA,1872429
2018,Lipscomb University,Lipscomb,3,NCAA,2228677
2017,Lipscomb University,Lipscomb,3,NCAA,1776627
2016,Lipscomb University,Lipscomb,3,NCAA,1625556
2015,Lipscomb University,Lipscomb,3,NCAA,1756611
2014,Lipscomb University,Lipscomb,3,NCAA,1976642
2013,Lipscomb University,Lipscomb,3,NCAA,1828843
2022,Longwood University,Longwood,3,NCAA,2795208
2021,Longwood University,Longwood,3,NCAA,2429314
2020,Longwood University,Longwood,3,NCAA,1558971
2019,Longwood University,Longwood,3,NCAA,1614612
2018,Longwood University,Longwood,3,NCAA,1837437
2017,Longwood University,Longwood,3,NCAA,1893456
2016,Longwood University,Longwood,3,NCAA,1709008
2015,Longwood University,Longwood,3,NCAA,1919660
2014,Longwood University,Longwood,3,NCAA,1823297
2013,Longwood University,Longwood,3,NCAA,1764729
2022,Louisiana State University and Agricultural & Mechanical College,LSU,1,NCAA,12031865
2021,Louisiana State University and Agricultural & Mechanical College,LSU,1,NCAA,11174750
2020,Louisiana State University and Agricultural & Mechanical College,LSU,1,NCAA,7428061
2019,Louisiana State University and Agricultural & Mechanical College,LSU,1,NCAA,8760820
2018,Louisiana State University and Agricultural & Mechanical College,LSU,1,NCAA,9965537
2017,Louisiana State University and Agricultural & Mechanical College,LSU,1,NCAA,8911799
2016,Louisiana State University and Agricultural & Mechanical College,LSU,1,NCAA,8135734
2015,Louisiana State University and Agricultural & Mechanical College,LSU,1,NCAA,8676366
2014,Louisiana State University and Agricultural & Mechanical College,LSU,1,NCAA,7995454
2013,Louisiana State University and Agricultural & Mechanical College,LSU,1,NCAA,7858767
2022,Louisiana Tech University,Louisiana Tech,1,NCAA,2608492
2021,Louisiana Tech University,Louisiana Tech,1,NCAA,2739125
2020,Louisiana Tech University,Louisiana Tech,1,NCAA,2313168
2019,Louisiana Tech University,Louisiana Tech,1,NCAA,2624299
2018,Louisiana Tech University,Louisiana Tech,1,NCAA,2566614
2017,Louisiana Tech University,Louisiana Tech,1,NCAA,2453633
2016,Louisiana Tech University,Louisiana Tech,1,NCAA,2503640
2015,Louisiana Tech University,Louisiana Tech,1,NCAA,2496927
2014,Louisiana Tech University,Louisiana Tech,1,NCAA,2860400
2013,Louisiana Tech University,Louisiana Tech,1,NCAA,2340033
2022,Loyola Marymount University,Loyola Marymount,3,NCAA,7269326
2021,Loyola Marymount University,Loyola Marymount,3,NCAA,6095950
2020,Loyola Marymount University,Loyola Marymount,3,NCAA,3962984
2019,Loyola Marymount University,Loyola Marymount,3,NCAA,5402284
2018,Loyola Marymount University,Loyola Marymount,3,NCAA,4137858
2017,Loyola Marymount University,Loyola Marymount,3,NCAA,3854857
2016,Loyola Marymount University,Loyola Marymount,3,NCAA,3645976
2015,Loyola Marymount University,Loyola Marymount,3,NCAA,3533469
2014,Loyola Marymount University,Loyola Marymount,3,NCAA,3406666
2013,Loyola Marymount University,Loyola Marymount,3,NCAA,2945424
2022,Loyola University Chicago,Loyola Chicago,3,NCAA,5274226
2021,Loyola University Chicago,Loyola Chicago,3,NCAA,4536549
2020,Loyola University Chicago,Loyola Chicago,3,NCAA,3834189
2019,Loyola University Chicago,Loyola Chicago,3,NCAA,4412586
2018,Loyola University Chicago,Loyola Chicago,3,NCAA,4348837
2017,Loyola University Chicago,Loyola Chicago,3,NCAA,6194444
2016,Loyola University Chicago,Loyola Chicago,3,NCAA,2821576
2015,Loyola University Chicago,Loyola Chicago,3,NCAA,2745553
2014,Loyola University Chicago,Loyola Chicago,3,NCAA,2807402
2013,Loyola University Chicago,Loyola Chicago,3,NCAA,2198837
2022,Loyola University Maryland,Loyola MD,3,NCAA,1974951
2021,Loyola University Maryland,Loyola MD,3,NCAA,1977028
2020,Loyola University Maryland,Loyola MD,3,NCAA,1644513
2019,Loyola University Maryland,Loyola MD,3,NCAA,2146896
2018,Loyola University Maryland,Loyola MD,3,NCAA,2002011
2017,Loyola University Maryland,Loyola MD,3,NCAA,2275922
2016,Loyola University Maryland,Loyola MD,3,NCAA,2137410
2015,Loyola University Maryland,Loyola MD,3,NCAA,2048853
2014,Loyola University Maryland,Loyola MD,3,NCAA,2032940
2013,Loyola University Maryland,Loyola MD,3,NCAA,1953414
2022,Manhattan College,Manhattan,3,NCAA,2654726
2021,Manhattan College,Manhattan,3,NCAA,2950416
2020,Manhattan College,Manhattan,3,NCAA,2102734
2019,Manhattan College,Manhattan,3,NCAA,2366118
2018,Manhattan College,Manhattan,3,NCAA,2455366
2017,Manhattan College,Manhattan,3,NCAA,2286578
2016,Manhattan College,Manhattan,3,NCAA,2337236
2015,Manhattan College,Manhattan,3,NCAA,2097510
2014,Manhattan College,Manhattan,3,NCAA,1995054
2013,Manhattan College,Manhattan,3,NCAA,1915283
2022,Marist College,Marist,2,NCAA,2294053
2021,Marist College,Marist,2,NCAA,2100410
2020,Marist College,Marist,2,NCAA,1940349
2019,Marist College,Marist,2,NCAA,2316652
2018,Marist College,Marist,2,NCAA,2358993
2017,Marist College,Marist,2,NCAA,2196095
2016,Marist College,Marist,2,NCAA,1803822
2015,Marist College,Marist,2,NCAA,1865144
2014,Marist College,Marist,2,NCAA,1818576
2013,Marist College,Marist,2,NCAA,1916865
2022,Marquette University,Marquette,3,NCAA,20723046
2021,Marquette University,Marquette,3,NCAA,23422126
2020,Marquette University,Marquette,3,NCAA,12049874
2019,Marquette University,Marquette,3,NCAA,19732396
2018,Marquette University,Marquette,3,NCAA,21856683
2017,Marquette University,Marquette,3,NCAA,19668714
2016,Marquette University,Marquette,3,NCAA,19327629
2015,Marquette University,Marquette,3,NCAA,18307330
2014,Marquette University,Marquette,3,NCAA,15335107
2013,Marquette University,Marquette,3,NCAA,17143711
2022,Marshall University,Marshall,1,NCAA,3884753
2021,Marshall University,Marshall,1,NCAA,3692236
2020,Marshall University,Marshall,1,NCAA,2284079
2019,Marshall University,Marshall,1,NCAA,2993795
2018,Marshall University,Marshall,1,NCAA,3161233
2017,Marshall University,Marshall,1,NCAA,2980567
2016,Marshall University,Marshall,1,NCAA,2512872
2015,Marshall University,Marshall,1,NCAA,2400482
2014,Marshall University,Marshall,1,NCAA,2465256
2013,Marshall University,Marshall,1,NCAA,3065649
2022,Mercer University,Mercer,2,NCAA,2162026
2021,Mercer University,Mercer,2,NCAA,1967725
2020,Mercer University,Mercer,2,NCAA,2101840
2019,Mercer University,Mercer,2,NCAA,2217392
2018,Mercer University,Mercer,2,NCAA,2062738
2017,Mercer University,Mercer,2,NCAA,1865476
2016,Mercer University,Mercer,2,NCAA,1793214
2015,Mercer University,Mercer,2,NCAA,1883578
2014,Mercer University,Mercer,3,NCAA,1941577
2013,Mercer University,Mercer,3,NCAA,1515134
2022,Miami University-Oxford,Miami OH,1,NCAA,2437764
2021,Miami University-Oxford,Miami OH,1,NCAA,2712121
2020,Miami University-Oxford,Miami OH,1,NCAA,1634566
2019,Miami University-Oxford,Miami OH,1,NCAA,2322698
2018,Miami University-Oxford,Miami OH,1,NCAA,2234349
2017,Miami University-Oxford,Miami OH,1,NCAA,2399919
2016,Miami University-Oxford,Miami OH,1,NCAA,2511964
2015,Miami University-Oxford,Miami OH,1,NCAA,2329719
2014,Miami University-Oxford,Miami OH,1,NCAA,2235364
2013,Miami University-Oxford,Miami OH,1,NCAA,1747252
2022,Michigan State University,Michigan St.,1,NCAA,20524534
2021,Michigan State University,Michigan St.,1,NCAA,26270974
2020,Michigan State University,Michigan St.,1,NCAA,12266921
2019,Michigan State University,Michigan St.,1,NCAA,20211332
2018,Michigan State University,Michigan St.,1,NCAA,23808250
2017,Michigan State University,Michigan St.,1,NCAA,21882125
2016,Michigan State University,Michigan St.,1,NCAA,17548611
2015,Michigan State University,Michigan St.,1,NCAA,17639546
2014,Michigan State University,Michigan St.,1,NCAA,17836717
2013,Michigan State University,Michigan St.,1,NCAA,18352543
2022,Middle Tennessee State University,Middle Tennessee,1,NCAA,3137205
2021,Middle Tennessee State University,Middle Tennessee,1,NCAA,3269442
2020,Middle Tennessee State University,Middle Tennessee,1,NCAA,2499485
2019,Middle Tennessee State University,Middle Tennessee,1,NCAA,3151735
2018,Middle Tennessee State University,Middle Tennessee,1,NCAA,2982636
2017,Middle Tennessee State University,Middle Tennessee,1,NCAA,3263120
2016,Middle Tennessee State University,Middle Tennessee,1,NCAA,2992258
2015,Middle Tennessee State University,Middle Tennessee,1,NCAA,2726526
2014,Middle Tennessee State University,Middle Tennessee,1,NCAA,2500195
2013,Middle Tennessee State University,Middle Tennessee,1,NCAA,2253806
2022,Mississippi State University,Mississippi St.,1,NCAA,9319188
2021,Mississippi State University,Mississippi St.,1,NCAA,8656418
2020,Mississippi State University,Mississippi St.,1,NCAA,6742394
2019,Mississippi State University,Mississippi St.,1,NCAA,7373585
2018,Mississippi State University,Mississippi St.,1,NCAA,8030614
2017,Mississippi State University,Mississippi St.,1,NCAA,7066124
2016,Mississippi State University,Mississippi St.,1,NCAA,7572191
2015,Mississippi State University,Mississippi St.,1,NCAA,7390683
2014,Mississippi State University,Mississippi St.,1,NCAA,6322580
2013,Mississippi State University,Mississippi St.,1,NCAA,6571274
2022,Mississippi Valley State University,Mississippi Valley St.,2,NCAA,582801
2021,Mississippi Valley State University,Mississippi Valley St.,2,NCAA,552407
2020,Mississippi Valley State University,Mississippi Valley St.,2,NCAA,463772
2019,Mississippi Valley State University,Mississippi Valley St.,2,NCAA,869700
2018,Mississippi Valley State University,Mississippi Valley St.,2,NCAA,733665
2017,Mississippi Valley State University,Mississippi Valley St.,2,NCAA,856095
2016,Mississippi Valley State University,Mississippi Valley St.,2,NCAA,897175
2015,Mississippi Valley State University,Mississippi Valley St.,2,NCAA,749117
2014,Mississippi Valley State University,Mississippi Valley St.,2,NCAA,881167
2013,Mississippi Valley State University,Mississippi Valley St.,2,NCAA,638909
2022,Missouri State University-Springfield,Missouri St.,2,NCAA,3209480
2021,Missouri State University-Springfield,Missouri St.,2,NCAA,3081261
2020,Missouri State University-Springfield,Missouri St.,2,NCAA,2207993
2019,Missouri State University-Springfield,Missouri St.,2,NCAA,2810739
2018,Missouri State University-Springfield,Missouri St.,2,NCAA,2808838
2017,Missouri State University-Springfield,Missouri St.,2,NCAA,3070453
2016,Missouri State University-Springfield,Missouri St.,2,NCAA,2506636
2015,Missouri State University-Springfield,Missouri St.,2,NCAA,2279917
2014,Missouri State University-Springfield,Missouri St.,2,NCAA,2185903
2013,Missouri State University-Springfield,Missouri St.,2,NCAA,2221202
2022,Monmouth University,Monmouth,2,NCAA,3013419
2021,Monmouth University,Monmouth,2,NCAA,2785235
2020,Monmouth University,Monmouth,2,NCAA,2375294
2019,Monmouth University,Monmouth,2,NCAA,3103037
2018,Monmouth University,Monmouth,2,NCAA,2795919
2017,Monmouth University,Monmouth,2,NCAA,2617464
2016,Monmouth University,Monmouth,2,NCAA,2690690
2015,Monmouth University,Monmouth,2,NCAA,2054441
2014,Monmouth University,Monmouth,2,NCAA,1837106
2013,Monmouth University,Monmouth,2,NCAA,1688319
2022,Montana State University,Montana St.,2,NCAA,2453139
2021,Montana State University,Montana St.,2,NCAA,2123642
2020,Montana State University,Montana St.,2,NCAA,1269780
2019,Montana State University,Montana St.,2,NCAA,1809316
2018,Montana State University,Montana St.,2,NCAA,1833808
2017,Montana State University,Montana St.,2,NCAA,1767166
2016,Montana State University,Montana St.,2,NCAA,1883577
2015,Montana State University,Montana St.,2,NCAA,1494003
2014,Montana State University,Montana St.,2,NCAA,1610004
2013,Montana State University,Montana St.,2,NCAA,1459360
2022,Morehead State University,Morehead St.,2,NCAA,1545120
2021,Morehead State University,Morehead St.,2,NCAA,1388973
2020,Morehead State University,Morehead St.,2,NCAA,1115712
2019,Morehead State University,Morehead St.,2,NCAA,1156439
2018,Morehead State University,Morehead St.,2,NCAA,1361968
2017,Morehead State University,Morehead St.,2,NCAA,1271859
2016,Morehead State University,Morehead St.,2,NCAA,1291001
2015,Morehead State University,Morehead St.,2,NCAA,1495716
2014,Morehead State University,Morehead St.,2,NCAA,1471521
2013,Morehead State University,Morehead St.,2,NCAA,1360243
2022,Morgan State University,Morgan St.,2,NCAA,2426960
2021,Morgan State University,Morgan St.,2,NCAA,2262334
2020,Morgan State University,Morgan St.,2,NCAA,1219442
2019,Morgan State University,Morgan St.,2,NCAA,2004471
2018,Morgan State University,Morgan St.,2,NCAA,1517680
2017,Morgan State University,Morgan St.,2,NCAA,1994485
2016,Morgan State University,Morgan St.,2,NCAA,1948862
2015,Morgan State University,Morgan St.,2,NCAA,1673875
2014,Morgan State University,Morgan St.,2,NCAA,1756849
2013,Morgan State University,Morgan St.,2,NCAA,1288657
2022,Murray State University,Murray St.,2,NCAA,4306180
2021,Murray State University,Murray St.,2,NCAA,3997226
2020,Murray State University,Murray St.,2,NCAA,2450218
2019,Murray State University,Murray St.,2,NCAA,3982343
2018,Murray State University,Murray St.,2,NCAA,3896362
2017,Murray State University,Murray St.,2,NCAA,2245249
2016,Murray State University,Murray St.,2,NCAA,3114154
2015,Murray State University,Murray St.,2,NCAA,3807149
2014,Murray State University,Murray St.,2,NCAA,3427973
2013,Murray State University,Murray St.,2,NCAA,3110114
2022,New Jersey Institute of Technology,NJIT,3,NCAA,2297939
2021,New Jersey Institute of Technology,NJIT,3,NCAA,1947082
2020,New Jersey Institute of Technology,NJIT,3,NCAA,1693526
2019,New Jersey Institute of Technology,NJIT,3,NCAA,1789831
2018,New Jersey Institute of Technology,NJIT,3,NCAA,1857284
2017,New Jersey Institute of Technology,NJIT,3,NCAA,1719551
2016,New Jersey Institute of Technology,NJIT,3,NCAA,1723391
2015,New Jersey Institute of Technology,NJIT,3,NCAA,1823046
2014,New Jersey Institute of Technology,NJIT,3,NCAA,1623948
2013,New Jersey Institute of Technology,NJIT,3,NCAA,1530097
2022,New Mexico State University-Main Campus,New Mexico St.,1,NCAA,3180322
2021,New Mexico State University-Main Campus,New Mexico St.,1,NCAA,3557618
2020,New Mexico State University-Main Campus,New Mexico St.,1,NCAA,2962064
2019,New Mexico State University-Main Campus,New Mexico St.,1,NCAA,3286270
2018,New Mexico State University-Main Campus,New Mexico St.,1,NCAA,3077862
2017,New Mexico State University-Main Campus,New Mexico St.,1,NCAA,2485019
2016,New Mexico State University-Main Campus,New Mexico St.,1,NCAA,2391115
2015,New Mexico State University-Main Campus,New Mexico St.,1,NCAA,3003045
2014,New Mexico State University-Main Campus,New Mexico St.,1,NCAA,2937179
2013,New Mexico State University-Main Campus,New Mexico St.,1,NCAA,2473939
2022,Niagara University,Niagara,3,NCAA,2387415
2021,Niagara University,Niagara,3,NCAA,1995411
2020,Niagara University,Niagara,3,NCAA,1636848
2019,Niagara University,Niagara,3,NCAA,1669441
2018,Niagara University,Niagara,3,NCAA,1683937
2017,Niagara University,Niagara,3,NCAA,2020153
2016,Niagara University,Niagara,3,NCAA,1796129
2015,Niagara University,Niagara,3,NCAA,1622963
2014,Niagara University,Niagara,3,NCAA,1402822
2013,Niagara University,Niagara,3,NCAA,1405571
2022,Nicholls State University,Nicholls St.,2,NCAA,1115701
2021,Nicholls State University,Nicholls St.,2,NCAA,939865
2020,Nicholls State University,Nicholls St.,2,NCAA,758612
2019,Nicholls State University,Nicholls St.,2,NCAA,901963
2018,Nicholls State University,Nicholls St.,2,NCAA,821452
2017,Nicholls State University,Nicholls St.,2,NCAA,849161
2016,Nicholls State University,Nicholls St.,2,NCAA,843975
2015,Nicholls State University,Nicholls St.,2,NCAA,704139
2014,Nicholls State University,Nicholls St.,2,NCAA,714689
2013,Nicholls State University,Nicholls St.,2,NCAA,737298
2022,Norfolk State University,Norfolk St.,2,NCAA,1921780
2021,Norfolk State University,Norfolk St.,2,NCAA,1828371
2020,Norfolk State University,Norfolk St.,2,NCAA,1513289
2019,Norfolk State University,Norfolk St.,2,NCAA,1563011
2018,Norfolk State University,Norfolk St.,2,NCAA,1477761
2017,Norfolk State University,Norfolk St.,2,NCAA,1432489
2016,Norfolk State University,Norfolk St.,2,NCAA,1512993
2015,Norfolk State University,Norfolk St.,2,NCAA,1170179
2014,Norfolk State University,Norfolk St.,2,NCAA,1244336
2013,Norfolk State University,Norfolk St.,2,NCAA,1096489
2022,North Carolina A & T State University,North Carolina A&T,2,NCAA,1565988
2021,North Carolina A & T State University,North Carolina A&T,2,NCAA,1410862
2020,North Carolina A & T State University,North Carolina A&T,2,NCAA,1266125
2019,North Carolina A & T State University,North Carolina A&T,2,NCAA,1636852
2018,North Carolina A & T State University,North Carolina A&T,2,NCAA,1409516
2017,North Carolina A & T State University,North Carolina A&T,2,NCAA,1357037
2016,North Carolina A & T State University,North Carolina A&T,2,NCAA,1245098
2015,North Carolina A & T State University,North Carolina A&T,2,NCAA,1355182
2014,North Carolina A & T State University,North Carolina A&T,2,NCAA,1327361
2013,North Carolina A & T State University,North Carolina A&T,2,NCAA,1646225
2022,North Carolina Central University,North Carolina Central,2,NCAA,1555938
2021,North Carolina Central University,North Carolina Central,2,NCAA,1852380
2020,North Carolina Central University,North Carolina Central,2,NCAA,1338388
2019,North Carolina Central University,North Carolina Central,2,NCAA,1824994
2018,North Carolina Central University,North Carolina Central,2,NCAA,1710811
2017,North Carolina Central University,North Carolina Central,1,NCAA,1661345
2016,North Carolina Central University,North Carolina Central,2,NCAA,931046
2015,North Carolina Central University,North Carolina Central,2,NCAA,1752803
2014,North Carolina Central University,North Carolina Central,2,NCAA,1454222
2013,North Carolina Central University,North Carolina Central,2,NCAA,1222446
2022,North Carolina State University at Raleigh,North Carolina St.,1,NCAA,18662255
