Survey Year,Institution Name,Match,Classification Name,Sanction Name,Revenues Men's Team
2017,University of Massachusetts-Amherst,Massachusetts,1,NCAA,4345060
2016,University of Massachusetts-Amherst,Massachusetts,1,NCAA,5324089
2015,University of Massachusetts-Amherst,Massachusetts,1,NCAA,4064482
2014,University of Massachusetts-Amherst,Massachusetts,1,NCAA,3822521
2013,University of Massachusetts-Amherst,Massachusetts,1,NCAA,3913716
2022,University of Massachusetts-Lowell,UMass Lowell,3,NCAA,2283748
2021,University of Massachusetts-Lowell,UMass Lowell,3,NCAA,2192943
2020,University of Massachusetts-Lowell,UMass Lowell,3,NCAA,1637284
2019,University of Massachusetts-Lowell,UMass Lowell,3,NCAA,2142404
2018,University of Massachusetts-Lowell,UMass Lowell,3,NCAA,2001656
2017,University of Massachusetts-Lowell,UMass Lowell,3,NCAA,1868040
2016,University of Massachusetts-Lowell,UMass Lowell,3,NCAA,1916767
2015,University of Massachusetts-Lowell,UMass Lowell,3,NCAA,1821405
2014,University of Massachusetts-Lowell,UMass Lowell,1,NCAA,1708946
2013,University of Massachusetts-Lowell,UMass Lowell,1,NCAA,1247699
2022,University of Memphis,Memphis,1,NCAA,9757765
2021,University of Memphis,Memphis,1,NCAA,13735823
2020,University of Memphis,Memphis,1,NCAA,6486993
2019,University of Memphis,Memphis,1,NCAA,11932656
2018,University of Memphis,Memphis,1,NCAA,8217757
2017,University of Memphis,Memphis,1,NCAA,11859500
2016,University of Memphis,Memphis,1,NCAA,9725710
2015,University of Memphis,Memphis,1,NCAA,11226419
2014,University of Memphis,Memphis,1,NCAA,8370412
2013,University of Memphis,Memphis,1,NCAA,9475690
2022,University of Miami,Miami FL,1,NCAA,13991976
2021,University of Miami,Miami FL,1,NCAA,9978355
2020,University of Miami,Miami FL,1,NCAA,7643768
2019,University of Miami,Miami FL,1,NCAA,9209237
2018,University of Miami,Miami FL,1,NCAA,9988284
2017,University of Miami,Miami FL,1,NCAA,8603153
2016,University of Miami,Miami FL,1,NCAA,10868814
2015,University of Miami,Miami FL,1,NCAA,6475314
2014,University of Miami,Miami FL,1,NCAA,6759936
2013,University of Miami,Miami FL,1,NCAA,7902331
2022,University of Michigan-Ann Arbor,Michigan,1,NCAA,20902366
2021,University of Michigan-Ann Arbor,Michigan,1,NCAA,21141253
2020,University of Michigan-Ann Arbor,Michigan,1,NCAA,11386430
2019,University of Michigan-Ann Arbor,Michigan,1,NCAA,17759785
2018,University of Michigan-Ann Arbor,Michigan,1,NCAA,21114322
2017,University of Michigan-Ann Arbor,Michigan,1,NCAA,20027574
2016,University of Michigan-Ann Arbor,Michigan,1,NCAA,16913194
2015,University of Michigan-Ann Arbor,Michigan,1,NCAA,16776377
2014,University of Michigan-Ann Arbor,Michigan,1,NCAA,14192368
2013,University of Michigan-Ann Arbor,Michigan,1,NCAA,13636966
2022,University of Minnesota-Twin Cities,Minnesota,1,NCAA,17411807
2021,University of Minnesota-Twin Cities,Minnesota,1,NCAA,17667197
2020,University of Minnesota-Twin Cities,Minnesota,1,NCAA,12057790
2019,University of Minnesota-Twin Cities,Minnesota,1,NCAA,14768976
2018,University of Minnesota-Twin Cities,Minnesota,1,NCAA,18835871
2017,University of Minnesota-Twin Cities,Minnesota,1,NCAA,17454711
2016,University of Minnesota-Twin Cities,Minnesota,1,NCAA,14172048
2015,University of Minnesota-Twin Cities,Minnesota,1,NCAA,12588830
2014,University of Minnesota-Twin Cities,Minnesota,1,NCAA,12890066
2013,University of Minnesota-Twin Cities,Minnesota,1,NCAA,13144909
2022,University of Mississippi,Mississippi,1,NCAA,13421874
2021,University of Mississippi,Mississippi,1,NCAA,12366112
2020,University of Mississippi,Mississippi,1,NCAA,9382574
2019,University of Mississippi,Mississippi,1,NCAA,10199917
2018,University of Mississippi,Mississippi,1,NCAA,11224450
2017,University of Mississippi,Mississippi,1,NCAA,10572245
2016,University of Mississippi,Mississippi,1,NCAA,10700408
2015,University of Mississippi,Mississippi,1,NCAA,9358733
2014,University of Mississippi,Mississippi,1,NCAA,7906206
2013,University of Mississippi,Mississippi,1,NCAA,7398467
2022,University of Missouri-Columbia,Missouri,1,NCAA,14852293
2021,University of Missouri-Columbia,Missouri,1,NCAA,12245894
2020,University of Missouri-Columbia,Missouri,1,NCAA,10690301
2019,University of Missouri-Columbia,Missouri,1,NCAA,10818454
2018,University of Missouri-Columbia,Missouri,1,NCAA,12586990
2017,University of Missouri-Columbia,Missouri,1,NCAA,13772989
2016,University of Missouri-Columbia,Missouri,1,NCAA,10065698
2015,University of Missouri-Columbia,Missouri,1,NCAA,9338577
2014,University of Missouri-Columbia,Missouri,1,NCAA,11607812
2013,University of Missouri-Columbia,Missouri,1,NCAA,12593569
2022,University of Missouri-Kansas City,UMKC,3,NCAA,2822341
2021,University of Missouri-Kansas City,UMKC,3,NCAA,2355578
2020,University of Missouri-Kansas City,UMKC,3,NCAA,1845195
2019,University of Missouri-Kansas City,UMKC,3,NCAA,2141662
2018,University of Missouri-Kansas City,UMKC,3,NCAA,3902606
2017,University of Missouri-Kansas City,UMKC,3,NCAA,1859426
2016,University of Missouri-Kansas City,UMKC,3,NCAA,2207560
2015,University of Missouri-Kansas City,UMKC,3,NCAA,1815762
2014,University of Missouri-Kansas City,UMKC,3,NCAA,1891736
2013,University of Missouri-Kansas City,UMKC,3,NCAA,1907943
2022,University of Nebraska at Omaha,Nebraska Omaha,3,NCAA,2694850
2021,University of Nebraska at Omaha,Nebraska Omaha,3,NCAA,2612252
2020,University of Nebraska at Omaha,Nebraska Omaha,3,NCAA,2156336
2019,University of Nebraska at Omaha,Nebraska Omaha,3,NCAA,1214302
2018,University of Nebraska at Omaha,Nebraska Omaha,3,NCAA,1262543
2017,University of Nebraska at Omaha,Nebraska Omaha,3,NCAA,1244937
2016,University of Nebraska at Omaha,Nebraska Omaha,3,NCAA,940790
2015,University of Nebraska at Omaha,Nebraska Omaha,3,NCAA,1288481
2014,University of Nebraska at Omaha,Nebraska Omaha,3,NCAA,1061991
2013,University of Nebraska at Omaha,Nebraska Omaha,3,NCAA,953707
2022,University of Nebraska-Lincoln,Nebraska,1,NCAA,17288897
2021,University of Nebraska-Lincoln,Nebraska,1,NCAA,16840124
2020,University of Nebraska-Lincoln,Nebraska,1,NCAA,10183146
2019,University of Nebraska-Lincoln,Nebraska,1,NCAA,13517159
2018,University of Nebraska-Lincoln,Nebraska,1,NCAA,15042854
2017,University of Nebraska-Lincoln,Nebraska,1,NCAA,19340390
2016,University of Nebraska-Lincoln,Nebraska,1,NCAA,9812781
2015,University of Nebraska-Lincoln,Nebraska,1,NCAA,10441267
2014,University of Nebraska-Lincoln,Nebraska,1,NCAA,8853129
2013,University of Nebraska-Lincoln,Nebraska,1,NCAA,8454574
2022,University of Nevada-Las Vegas,UNLV,1,NCAA,4727314
2021,University of Nevada-Las Vegas,UNLV,1,NCAA,7586552
2020,University of Nevada-Las Vegas,UNLV,1,NCAA,4018890
2019,University of Nevada-Las Vegas,UNLV,1,NCAA,5172024
2018,University of Nevada-Las Vegas,UNLV,1,NCAA,5795483
2017,University of Nevada-Las Vegas,UNLV,1,NCAA,5763010
2016,University of Nevada-Las Vegas,UNLV,1,NCAA,5888664
2015,University of Nevada-Las Vegas,UNLV,1,NCAA,5386263
2014,University of Nevada-Las Vegas,UNLV,1,NCAA,3817485
2013,University of Nevada-Las Vegas,UNLV,1,NCAA,8535263
2022,University of Nevada-Reno,Nevada,1,NCAA,5241656
2021,University of Nevada-Reno,Nevada,1,NCAA,4978558
2020,University of Nevada-Reno,Nevada,1,NCAA,3229484
2019,University of Nevada-Reno,Nevada,1,NCAA,7601863
2018,University of Nevada-Reno,Nevada,1,NCAA,4706010
2017,University of Nevada-Reno,Nevada,1,NCAA,4746053
2016,University of Nevada-Reno,Nevada,1,NCAA,5653559
2015,University of Nevada-Reno,Nevada,1,NCAA,4530695
2014,University of Nevada-Reno,Nevada,1,NCAA,3593812
2013,University of Nevada-Reno,Nevada,1,NCAA,3592446
2022,University of New Hampshire-Main Campus,New Hampshire,2,NCAA,1497649
2021,University of New Hampshire-Main Campus,New Hampshire,2,NCAA,1248117
2020,University of New Hampshire-Main Campus,New Hampshire,2,NCAA,1317820
2019,University of New Hampshire-Main Campus,New Hampshire,2,NCAA,1614693
2018,University of New Hampshire-Main Campus,New Hampshire,2,NCAA,1601005
2017,University of New Hampshire-Main Campus,New Hampshire,2,NCAA,1629898
2016,University of New Hampshire-Main Campus,New Hampshire,2,NCAA,1616010
2015,University of New Hampshire-Main Campus,New Hampshire,2,NCAA,1534596
2014,University of New Hampshire-Main Campus,New Hampshire,2,NCAA,1440618
2013,University of New Hampshire-Main Campus,New Hampshire,2,NCAA,1456771
2022,University of New Mexico-Main Campus,New Mexico,1,NCAA,5111106
2021,University of New Mexico-Main Campus,New Mexico,1,NCAA,4273228
2020,University of New Mexico-Main Campus,New Mexico,1,NCAA,1439152
2019,University of New Mexico-Main Campus,New Mexico,1,NCAA,4178669
2018,University of New Mexico-Main Campus,New Mexico,1,NCAA,4206654
2017,University of New Mexico-Main Campus,New Mexico,1,NCAA,4423352
2016,University of New Mexico-Main Campus,New Mexico,1,NCAA,4130599
2015,University of New Mexico-Main Campus,New Mexico,1,NCAA,5961717
2014,University of New Mexico-Main Campus,New Mexico,1,NCAA,6101069
2013,University of New Mexico-Main Campus,New Mexico,1,NCAA,5971891
2022,University of New Orleans,New Orleans,3,NCAA,2256639
2021,University of New Orleans,New Orleans,3,NCAA,1499236
2020,University of New Orleans,New Orleans,3,NCAA,952898
2019,University of New Orleans,New Orleans,3,NCAA,1009631
2018,University of New Orleans,New Orleans,3,NCAA,1052459
2017,University of New Orleans,New Orleans,3,NCAA,951785
2016,University of New Orleans,New Orleans,3,NCAA,983254
2015,University of New Orleans,New Orleans,3,NCAA,954002
2014,University of New Orleans,New Orleans,2,NCAA,1355333
2013,University of New Orleans,New Orleans,2,NCAA,1218628
2022,University of North Carolina at Asheville,UNC Asheville,3,NCAA,1111353
2021,University of North Carolina at Asheville,UNC Asheville,3,NCAA,972227
2020,University of North Carolina at Asheville,UNC Asheville,3,NCAA,970762
2019,University of North Carolina at Asheville,UNC Asheville,3,NCAA,1241395
2018,University of North Carolina at Asheville,UNC Asheville,3,NCAA,1183573
2017,University of North Carolina at Asheville,UNC Asheville,3,NCAA,1305922
2016,University of North Carolina at Asheville,UNC Asheville,3,NCAA,1108175
2015,University of North Carolina at Asheville,UNC Asheville,3,NCAA,934569
2014,University of North Carolina at Asheville,UNC Asheville,3,NCAA,935727
2013,University of North Carolina at Asheville,UNC Asheville,3,NCAA,875593
2022,University of North Carolina at Chapel Hill,North Carolina,1,NCAA,31745487
2021,University of North Carolina at Chapel Hill,North Carolina,1,NCAA,31965031
2020,University of North Carolina at Chapel Hill,North Carolina,1,NCAA,13121288
2019,University of North Carolina at Chapel Hill,North Carolina,1,NCAA,26230915
2018,University of North Carolina at Chapel Hill,North Carolina,1,NCAA,27076307
2017,University of North Carolina at Chapel Hill,North Carolina,1,NCAA,24660258
2016,University of North Carolina at Chapel Hill,North Carolina,1,NCAA,21408475
2015,University of North Carolina at Chapel Hill,North Carolina,1,NCAA,21342328
2014,University of North Carolina at Chapel Hill,North Carolina,1,NCAA,20771541
2013,University of North Carolina at Chapel Hill,North Carolina,1,NCAA,20905642
2022,University of North Carolina at Charlotte,Charlotte,1,NCAA,3658850
2021,University of North Carolina at Charlotte,Charlotte,1,NCAA,3595247
2020,University of North Carolina at Charlotte,Charlotte,1,NCAA,2886076
2019,University of North Carolina at Charlotte,Charlotte,1,NCAA,3685899
2018,University of North Carolina at Charlotte,Charlotte,1,NCAA,3295523
2017,University of North Carolina at Charlotte,Charlotte,1,NCAA,2718767
2016,University of North Carolina at Charlotte,Charlotte,1,NCAA,2771813
2015,University of North Carolina at Charlotte,Charlotte,1,NCAA,3280507
2014,University of North Carolina at Charlotte,Charlotte,2,NCAA,2469283
2013,University of North Carolina at Charlotte,Charlotte,2,NCAA,2460039
2022,University of North Carolina at Greensboro,UNC Greensboro,3,NCAA,2484156
2021,University of North Carolina at Greensboro,UNC Greensboro,3,NCAA,2503297
2020,University of North Carolina at Greensboro,UNC Greensboro,3,NCAA,2089131
2019,University of North Carolina at Greensboro,UNC Greensboro,3,NCAA,2482153
2018,University of North Carolina at Greensboro,UNC Greensboro,3,NCAA,2275162
2017,University of North Carolina at Greensboro,UNC Greensboro,3,NCAA,1756768
2016,University of North Carolina at Greensboro,UNC Greensboro,3,NCAA,1567728
2015,University of North Carolina at Greensboro,UNC Greensboro,3,NCAA,1506556
2014,University of North Carolina at Greensboro,UNC Greensboro,3,NCAA,1559519
2013,University of North Carolina at Greensboro,UNC Greensboro,3,NCAA,1514706
2022,University of North Carolina Wilmington,UNC Wilmington,3,NCAA,2831698
2021,University of North Carolina Wilmington,UNC Wilmington,3,NCAA,2303502
2020,University of North Carolina Wilmington,UNC Wilmington,3,NCAA,1652943
2019,University of North Carolina Wilmington,UNC Wilmington,3,NCAA,2983319
2018,University of North Carolina Wilmington,UNC Wilmington,3,NCAA,2317837
2017,University of North Carolina Wilmington,UNC Wilmington,3,NCAA,2121315
2016,University of North Carolina Wilmington,UNC Wilmington,3,NCAA,2981003
2015,University of North Carolina Wilmington,UNC Wilmington,3,NCAA,2257718
2014,University of North Carolina Wilmington,UNC Wilmington,3,NCAA,2419267
2013,University of North Carolina Wilmington,UNC Wilmington,3,NCAA,2763785
2022,University of North Dakota,North Dakota,2,NCAA,2144905
2021,University of North Dakota,North Dakota,2,NCAA,1997461
2020,University of North Dakota,North Dakota,2,NCAA,1450927
2019,University of North Dakota,North Dakota,2,NCAA,2030890
2018,University of North Dakota,North Dakota,2,NCAA,1943907
2017,University of North Dakota,North Dakota,2,NCAA,1824580
2016,University of North Dakota,North Dakota,2,NCAA,1645344
2015,University of North Dakota,North Dakota,2,NCAA,1579108
2014,University of North Dakota,North Dakota,2,NCAA,1143095
2013,University of North Dakota,North Dakota,2,NCAA,1027816
2022,University of North Florida,North Florida,3,NCAA,1836719
2021,University of North Florida,North Florida,3,NCAA,1404703
2020,University of North Florida,North Florida,3,NCAA,1377321
2019,University of North Florida,North Florida,3,NCAA,1554410
2018,University of North Florida,North Florida,3,NCAA,1532649
2017,University of North Florida,North Florida,3,NCAA,1420651
2016,University of North Florida,North Florida,3,NCAA,1456345
2015,University of North Florida,North Florida,3,NCAA,1538518
2014,University of North Florida,North Florida,3,NCAA,1343543
2013,University of North Florida,North Florida,3,NCAA,1156323
2022,University of North Texas,North Texas,1,NCAA,4426793
2021,University of North Texas,North Texas,1,NCAA,3511210
2020,University of North Texas,North Texas,1,NCAA,2786596
2019,University of North Texas,North Texas,1,NCAA,3029265
2018,University of North Texas,North Texas,1,NCAA,2847662
2017,University of North Texas,North Texas,1,NCAA,3276255
2016,University of North Texas,North Texas,1,NCAA,3281375
2015,University of North Texas,North Texas,1,NCAA,2807582
2014,University of North Texas,North Texas,1,NCAA,2457390
2013,University of North Texas,North Texas,1,NCAA,2381607
2022,University of Northern Colorado,Northern Colorado,2,NCAA,1797779
2021,University of Northern Colorado,Northern Colorado,2,NCAA,1909903
2020,University of Northern Colorado,Northern Colorado,2,NCAA,1284289
2019,University of Northern Colorado,Northern Colorado,2,NCAA,1507119
2018,University of Northern Colorado,Northern Colorado,2,NCAA,1538837
2017,University of Northern Colorado,Northern Colorado,2,NCAA,1701421
2016,University of Northern Colorado,Northern Colorado,2,NCAA,1606319
2015,University of Northern Colorado,Northern Colorado,2,NCAA,1490726
2014,University of Northern Colorado,Northern Colorado,2,NCAA,1343593
2013,University of Northern Colorado,Northern Colorado,2,NCAA,1384378
2022,University of Northern Iowa,Northern Iowa,2,NCAA,3311458
2021,University of Northern Iowa,Northern Iowa,2,NCAA,3495093
2020,University of Northern Iowa,Northern Iowa,2,NCAA,2652623
2019,University of Northern Iowa,Northern Iowa,2,NCAA,3258224
2018,University of Northern Iowa,Northern Iowa,2,NCAA,3550793
2017,University of Northern Iowa,Northern Iowa,2,NCAA,3024333
2016,University of Northern Iowa,Northern Iowa,2,NCAA,2856369
2015,University of Northern Iowa,Northern Iowa,2,NCAA,2899699
2014,University of Northern Iowa,Northern Iowa,2,NCAA,3560469
2013,University of Northern Iowa,Northern Iowa,2,NCAA,2335684
2022,University of Notre Dame,Notre Dame,1,NCAA,15058993
2021,University of Notre Dame,Notre Dame,1,NCAA,10817411
2020,University of Notre Dame,Notre Dame,1,NCAA,7850864
2019,University of Notre Dame,Notre Dame,1,NCAA,3926701
2018,University of Notre Dame,Notre Dame,1,NCAA,4153208
2017,University of Notre Dame,Notre Dame,1,NCAA,3577881
2016,University of Notre Dame,Notre Dame,1,NCAA,3896784
2015,University of Notre Dame,Notre Dame,1,NCAA,3358680
2014,University of Notre Dame,Notre Dame,1,NCAA,3533991
2013,University of Notre Dame,Notre Dame,1,NCAA,3383814
2022,University of Oklahoma-Norman Campus,Oklahoma,1,NCAA,14478267
2021,University of Oklahoma-Norman Campus,Oklahoma,1,NCAA,14034622
2020,University of Oklahoma-Norman Campus,Oklahoma,1,NCAA,13352755
2019,University of Oklahoma-Norman Campus,Oklahoma,1,NCAA,8477462
2018,University of Oklahoma-Norman Campus,Oklahoma,1,NCAA,12355263
2017,University of Oklahoma-Norman Campus,Oklahoma,1,NCAA,13473566
2016,University of Oklahoma-Norman Campus,Oklahoma,1,NCAA,13190742
2015,University of Oklahoma-Norman Campus,Oklahoma,1,NCAA,12030130
2014,University of Oklahoma-Norman Campus,Oklahoma,1,NCAA,10907532
2013,University of Oklahoma-Norman Campus,Oklahoma,1,NCAA,9948655
2022,University of Oregon,Oregon,1,NCAA,10271432
2021,University of Oregon,Oregon,1,NCAA,11779408
2020,University of Oregon,Oregon,1,NCAA,3637232
2019,University of Oregon,Oregon,1,NCAA,10518656
2018,University of Oregon,Oregon,1,NCAA,10918131
2017,University of Oregon,Oregon,1,NCAA,11384188
2016,University of Oregon,Oregon,1,NCAA,11149777
2015,University of Oregon,Oregon,1,NCAA,8955456
2014,University of Oregon,Oregon,1,NCAA,8307937
2013,University of Oregon,Oregon,1,NCAA,9543671
2022,University of Pittsburgh-Pittsburgh Campus,Pittsburgh,1,NCAA,14746383
2021,University of Pittsburgh-Pittsburgh Campus,Pittsburgh,1,NCAA,12968545
2020,University of Pittsburgh-Pittsburgh Campus,Pittsburgh,1,NCAA,9375767
2019,University of Pittsburgh-Pittsburgh Campus,Pittsburgh,1,NCAA,10821278
2018,University of Pittsburgh-Pittsburgh Campus,Pittsburgh,1,NCAA,13220336
2017,University of Pittsburgh-Pittsburgh Campus,Pittsburgh,1,NCAA,12102078
2016,University of Pittsburgh-Pittsburgh Campus,Pittsburgh,1,NCAA,12994273
2015,University of Pittsburgh-Pittsburgh Campus,Pittsburgh,1,NCAA,15794627
2014,University of Pittsburgh-Pittsburgh Campus,Pittsburgh,1,NCAA,14926723
2013,University of Pittsburgh-Pittsburgh Campus,Pittsburgh,1,NCAA,14171674
2022,University of Portland,Portland,3,NCAA,3232882
2021,University of Portland,Portland,3,NCAA,3041764
2020,University of Portland,Portland,3,NCAA,2824749
2019,University of Portland,Portland,3,NCAA,3125380
2018,University of Portland,Portland,3,NCAA,3599607
2017,University of Portland,Portland,3,NCAA,2977505
2016,University of Portland,Portland,3,NCAA,3184946
2015,University of Portland,Portland,3,NCAA,3570559
2014,University of Portland,Portland,3,NCAA,2737555
2013,University of Portland,Portland,3,NCAA,2405671
2022,University of Rhode Island,Rhode Island,2,NCAA,6414386
2021,University of Rhode Island,Rhode Island,2,NCAA,4918314
2020,University of Rhode Island,Rhode Island,2,NCAA,3561318
2019,University of Rhode Island,Rhode Island,2,NCAA,4488258
2018,University of Rhode Island,Rhode Island,2,NCAA,4799098
2017,University of Rhode Island,Rhode Island,2,NCAA,5459313
2016,University of Rhode Island,Rhode Island,2,NCAA,4832740
2015,University of Rhode Island,Rhode Island,2,NCAA,4286329
2014,University of Rhode Island,Rhode Island,2,NCAA,3672596
2013,University of Rhode Island,Rhode Island,2,NCAA,3787724
2022,University of Richmond,Richmond,2,NCAA,6187344
2021,University of Richmond,Richmond,2,NCAA,5482607
2020,University of Richmond,Richmond,2,NCAA,4201481
2019,University of Richmond,Richmond,2,NCAA,4897831
2018,University of Richmond,Richmond,2,NCAA,4782542
2017,University of Richmond,Richmond,2,NCAA,4746842
2016,University of Richmond,Richmond,2,NCAA,4878508
2015,University of Richmond,Richmond,2,NCAA,4849596
2014,University of Richmond,Richmond,2,NCAA,4928859
2013,University of Richmond,Richmond,2,NCAA,5189694
2022,University of San Diego,UC San Diego,2,NCAA,5272864
2021,University of San Diego,UC San Diego,2,NCAA,2837973
2020,University of San Diego,UC San Diego,2,NCAA,1919409
2019,University of San Diego,UC San Diego,2,NCAA,2929756
2018,University of San Diego,UC San Diego,2,NCAA,3120907
2017,University of San Diego,UC San Diego,2,NCAA,3060591
2016,University of San Diego,UC San Diego,2,NCAA,2613793
2015,University of San Diego,UC San Diego,2,NCAA,2513504
2014,University of San Diego,UC San Diego,2,NCAA,2768175
2013,University of San Diego,UC San Diego,2,NCAA,2378394
2022,University of San Francisco,San Francisco,3,NCAA,6010817
2021,University of San Francisco,San Francisco,3,NCAA,5171965
2020,University of San Francisco,San Francisco,3,NCAA,3907169
2019,University of San Francisco,San Francisco,3,NCAA,4294860
2018,University of San Francisco,San Francisco,3,NCAA,4071649
2017,University of San Francisco,San Francisco,3,NCAA,3873389
2016,University of San Francisco,San Francisco,3,NCAA,4254947
2015,University of San Francisco,San Francisco,3,NCAA,4205606
2014,University of San Francisco,San Francisco,3,NCAA,3315757
2013,University of San Francisco,San Francisco,3,NCAA,3310891
2022,University of South Alabama,South Alabama,1,NCAA,2691430
2021,University of South Alabama,South Alabama,1,NCAA,2425856
2020,University of South Alabama,South Alabama,1,NCAA,2003985
2019,University of South Alabama,South Alabama,1,NCAA,2218080
2018,University of South Alabama,South Alabama,1,NCAA,2313701
2017,University of South Alabama,South Alabama,1,NCAA,2154353
2016,University of South Alabama,South Alabama,1,NCAA,2054100
2015,University of South Alabama,South Alabama,1,NCAA,1947489
2014,University of South Alabama,South Alabama,1,NCAA,1945003
2013,University of South Alabama,South Alabama,1,NCAA,1909407
2022,University of South Carolina-Columbia,South Carolina,1,NCAA,11564622
2021,University of South Carolina-Columbia,South Carolina,1,NCAA,12604227
2020,University of South Carolina-Columbia,South Carolina,1,NCAA,7726175
2019,University of South Carolina-Columbia,South Carolina,1,NCAA,10267956
2018,University of South Carolina-Columbia,South Carolina,1,NCAA,11093661
2017,University of South Carolina-Columbia,South Carolina,1,NCAA,11112728
2016,University of South Carolina-Columbia,South Carolina,1,NCAA,11948781
2015,University of South Carolina-Columbia,South Carolina,1,NCAA,9647770
2014,University of South Carolina-Columbia,South Carolina,1,NCAA,8795178
2013,University of South Carolina-Columbia,South Carolina,1,NCAA,8040730
2022,University of South Carolina-Upstate,USC Upstate,3,NCAA,1281174
2021,University of South Carolina-Upstate,USC Upstate,3,NCAA,1163967
2020,University of South Carolina-Upstate,USC Upstate,3,NCAA,1063772
2019,University of South Carolina-Upstate,USC Upstate,3,NCAA,1138604
2018,University of South Carolina-Upstate,USC Upstate,3,NCAA,1167592
2017,University of South Carolina-Upstate,USC Upstate,3,NCAA,1130013
2016,University of South Carolina-Upstate,USC Upstate,3,NCAA,924768
2015,University of South Carolina-Upstate,USC Upstate,3,NCAA,987517
2014,University of South Carolina-Upstate,USC Upstate,3,NCAA,1041774
2013,University of South Carolina-Upstate,USC Upstate,3,NCAA,958881
2022,University of South Dakota,South Dakota,2,NCAA,1703877
2021,University of South Dakota,South Dakota,2,NCAA,1607660
2020,University of South Dakota,South Dakota,2,NCAA,1192635
2019,University of South Dakota,South Dakota,2,NCAA,1625434
2018,University of South Dakota,South Dakota,2,NCAA,1469868
2017,University of South Dakota,South Dakota,2,NCAA,1685107
2016,University of South Dakota,South Dakota,2,NCAA,1470740
2015,University of South Dakota,South Dakota,2,NCAA,1156551
2014,University of South Dakota,South Dakota,2,NCAA,1172458
2013,University of South Dakota,South Dakota,2,NCAA,1076662
2022,University of Southern California,USC,1,NCAA,10943295
2021,University of Southern California,USC,1,NCAA,7241439
2020,University of Southern California,USC,1,NCAA,7145203
2019,University of Southern California,USC,1,NCAA,6540372
2018,University of Southern California,USC,1,NCAA,6275440
2017,University of Southern California,USC,1,NCAA,5961525
2016,University of Southern California,USC,1,NCAA,5457322
2015,University of Southern California,USC,1,NCAA,4948398
2014,University of Southern California,USC,1,NCAA,4678781
2013,University of Southern California,USC,1,NCAA,6818145
2022,University of Southern Mississippi,Southern Miss,1,NCAA,1997985
2021,University of Southern Mississippi,Southern Miss,1,NCAA,2032810
2020,University of Southern Mississippi,Southern Miss,1,NCAA,1682328
2019,University of Southern Mississippi,Southern Miss,1,NCAA,1794381
2018,University of Southern Mississippi,Southern Miss,1,NCAA,2169053
2017,University of Southern Mississippi,Southern Miss,1,NCAA,1781086
2016,University of Southern Mississippi,Southern Miss,1,NCAA,1835983
2015,University of Southern Mississippi,Southern Miss,1,NCAA,1808186
2014,University of Southern Mississippi,Southern Miss,1,NCAA,1777758
2013,University of Southern Mississippi,Southern Miss,1,NCAA,2313336
2022,University of the Incarnate Word,Incarnate Word,2,NCAA,2117667
2021,University of the Incarnate Word,Incarnate Word,2,NCAA,1519332
2020,University of the Incarnate Word,Incarnate Word,2,NCAA,1323298
2019,University of the Incarnate Word,Incarnate Word,2,NCAA,1480233
2018,University of the Incarnate Word,Incarnate Word,2,NCAA,1416859
2017,University of the Incarnate Word,Incarnate Word,2,NCAA,1690280
2016,University of the Incarnate Word,Incarnate Word,2,NCAA,1223435
2015,University of the Incarnate Word,Incarnate Word,2,NCAA,1481948
2014,University of the Incarnate Word,Incarnate Word,2,NCAA,1428891
2013,University of the Incarnate Word,Incarnate Word,2,NCAA,759931
2022,University of the Pacific,Pacific,3,NCAA,3399931
2021,University of the Pacific,Pacific,3,NCAA,3421487
2020,University of the Pacific,Pacific,3,NCAA,2857649
2019,University of the Pacific,Pacific,3,NCAA,3195439
2018,University of the Pacific,Pacific,3,NCAA,3181522
2017,University of the Pacific,Pacific,3,NCAA,3388724
2016,University of the Pacific,Pacific,3,NCAA,3684884
2015,University of the Pacific,Pacific,3,NCAA,2558711
2014,University of the Pacific,Pacific,3,NCAA,2246667
2013,University of the Pacific,Pacific,3,NCAA,2268011
2022,University of Toledo,Toledo,1,NCAA,2806550
2021,University of Toledo,Toledo,1,NCAA,2824267
2020,University of Toledo,Toledo,1,NCAA,2189647
2019,University of Toledo,Toledo,1,NCAA,2465490
2018,University of Toledo,Toledo,1,NCAA,2673988
2017,University of Toledo,Toledo,1,NCAA,2544042
2016,University of Toledo,Toledo,1,NCAA,2675033
2015,University of Toledo,Toledo,1,NCAA,2340047
2014,University of Toledo,Toledo,1,NCAA,2165788
2013,University of Toledo,Toledo,1,NCAA,2190051
2022,University of Tulsa,Tulsa,1,NCAA,5511388
2021,University of Tulsa,Tulsa,1,NCAA,8643531
2020,University of Tulsa,Tulsa,1,NCAA,4853543
2019,University of Tulsa,Tulsa,1,NCAA,5083099
2018,University of Tulsa,Tulsa,1,NCAA,6196308
2017,University of Tulsa,Tulsa,1,NCAA,5959541
2016,University of Tulsa,Tulsa,1,NCAA,6130964
2015,University of Tulsa,Tulsa,1,NCAA,6174244
2014,University of Tulsa,Tulsa,1,NCAA,6138395
2013,University of Tulsa,Tulsa,1,NCAA,4673616
2022,University of Utah,Utah,1,NCAA,15036488
2021,University of Utah,Utah,1,NCAA,10934704
2020,University of Utah,Utah,1,NCAA,3834221
2019,University of Utah,Utah,1,NCAA,9140259
2018,University of Utah,Utah,1,NCAA,10511632
